2021.03.01,00:00,148.349,148.349,148.336,148.336,2
2021.03.01,00:01,148.335,148.349,148.335,148.336,6
2021.03.01,00:02,148.335,148.406,148.33,148.33,8
2021.03.01,00:03,148.335,148.335,148.334,148.334,2
2021.03.01,00:04,148.334,148.365,148.311,148.365,50
2021.03.01,00:05,148.365,148.37,148.341,148.353,13
2021.03.01,00:06,148.358,148.403,148.341,148.367,13
2021.03.01,00:07,148.353,148.425,148.353,148.422,15
2021.03.01,00:08,148.382,148.397,148.357,148.394,8
2021.03.01,00:09,148.393,148.433,148.392,148.396,11
2021.03.01,00:10,148.399,148.423,148.394,148.403,37
2021.03.01,00:11,148.403,148.412,148.385,148.396,289
2021.03.01,00:12,148.396,148.408,148.392,148.407,166
2021.03.01,00:13,148.405,148.413,148.401,148.404,86
2021.03.01,00:14,148.404,148.454,148.404,148.43,169
2021.03.01,00:15,148.431,148.456,148.416,148.446,231
2021.03.01,00:16,148.416,148.455,148.416,148.427,87
2021.03.01,00:17,148.427,148.427,148.422,148.422,5
2021.03.01,00:18,148.422,148.427,148.41,148.413,14
2021.03.01,00:19,148.413,148.471,148.411,148.427,65
2021.03.01,00:20,148.412,148.46,148.412,148.444,24
2021.03.01,00:21,148.444,148.462,148.432,148.458,87
2021.03.01,00:22,148.446,148.476,148.439,148.464,23
2021.03.01,00:23,148.461,148.464,148.423,148.431,11
2021.03.01,00:24,148.427,148.487,148.403,148.471,106
2021.03.01,00:25,148.475,148.475,148.42,148.46,40
2021.03.01,00:26,148.46,148.464,148.46,148.46,19
2021.03.01,00:27,148.46,148.46,148.428,148.428,36
2021.03.01,00:28,148.428,148.445,148.419,148.428,40
2021.03.01,00:29,148.428,148.428,148.388,148.388,12
2021.03.01,00:30,148.391,148.428,148.388,148.428,26
2021.03.01,00:31,148.428,148.455,148.375,148.444,132
2021.03.01,00:32,148.444,148.45,148.395,148.429,81
2021.03.01,00:33,148.443,148.448,148.421,148.447,10
2021.03.01,00:34,148.45,148.45,148.397,148.419,28
2021.03.01,00:35,148.428,148.433,148.428,148.431,10
2021.03.01,00:36,148.431,148.443,148.386,148.42,14
2021.03.01,00:37,148.407,148.42,148.404,148.406,46
2021.03.01,00:38,148.404,148.432,148.404,148.409,35
2021.03.01,00:39,148.408,148.415,148.406,148.406,29
2021.03.01,00:40,148.407,148.412,148.407,148.41,26
2021.03.01,00:41,148.408,148.412,148.405,148.405,44
2021.03.01,00:42,148.406,148.425,148.406,148.425,42
2021.03.01,00:43,148.425,148.472,148.416,148.461,49
2021.03.01,00:44,148.463,148.514,148.463,148.489,60
2021.03.01,00:45,148.48,148.517,148.437,148.481,252
2021.03.01,00:46,148.483,148.484,148.424,148.44,390
2021.03.01,00:47,148.451,148.497,148.423,148.461,446
2021.03.01,00:48,148.469,148.565,148.447,148.54,409
2021.03.01,00:49,148.547,148.559,148.453,148.465,361
2021.03.01,00:50,148.465,148.476,148.452,148.464,86
2021.03.01,00:51,148.466,148.491,148.437,148.45,45
2021.03.01,00:52,148.442,148.454,148.432,148.454,99
2021.03.01,00:53,148.441,148.458,148.43,148.444,384
2021.03.01,00:54,148.445,148.453,148.431,148.448,403
2021.03.01,00:55,148.448,148.459,148.429,148.458,431
2021.03.01,00:56,148.444,148.459,148.434,148.456,144
2021.03.01,00:57,148.44,148.459,148.43,148.442,279
2021.03.01,00:58,148.447,148.457,148.428,148.441,468
2021.03.01,00:59,148.442,148.506,148.43,148.493,379
2021.03.01,01:00,148.491,148.569,148.454,148.555,251
2021.03.01,01:01,148.541,148.544,148.498,148.509,157
2021.03.01,01:02,148.509,148.51,148.419,148.437,225
2021.03.01,01:03,148.437,148.466,148.429,148.465,159
2021.03.01,01:04,148.466,148.499,148.466,148.472,135
2021.03.01,01:05,148.473,148.543,148.473,148.504,188
2021.03.01,01:06,148.505,148.63,148.504,148.578,208
2021.03.01,01:07,148.578,148.624,148.578,148.624,192
2021.03.01,01:08,148.622,148.647,148.603,148.647,153
2021.03.01,01:09,148.647,148.67,148.638,148.66,234
2021.03.01,01:10,148.661,148.676,148.645,148.646,161
2021.03.01,01:11,148.643,148.681,148.642,148.657,196
2021.03.01,01:12,148.658,148.668,148.648,148.652,106
2021.03.01,01:13,148.654,148.659,148.637,148.637,132
2021.03.01,01:14,148.637,148.64,148.589,148.611,158
2021.03.01,01:15,148.614,148.616,148.559,148.57,152
2021.03.01,01:16,148.572,148.633,148.567,148.631,159
2021.03.01,01:17,148.631,148.693,148.631,148.687,131
2021.03.01,01:18,148.687,148.69,148.665,148.669,73
2021.03.01,01:19,148.669,148.694,148.618,148.634,159
2021.03.01,01:20,148.634,148.645,148.618,148.619,65
2021.03.01,01:21,148.619,148.647,148.619,148.645,88
2021.03.01,01:22,148.644,148.693,148.644,148.672,148
