2020.07.01,00:00,133.784,133.802,133.739,133.802,12
2020.07.01,00:01,133.801,133.801,133.799,133.799,4
2020.07.01,00:02,133.796,133.796,133.792,133.796,4
2020.07.01,00:03,133.796,133.796,133.78,133.785,14
2020.07.01,00:04,133.782,133.785,133.78,133.78,16
2020.07.01,00:05,133.783,133.795,133.783,133.789,7
2020.07.01,00:06,133.789,133.862,133.789,133.81,44
2020.07.01,00:07,133.81,133.812,133.808,133.811,29
2020.07.01,00:08,133.815,133.815,133.79,133.79,10
2020.07.01,00:09,133.79,133.79,133.784,133.787,12
2020.07.01,00:10,133.79,133.84,133.788,133.8,41
2020.07.01,00:11,133.8,133.837,133.791,133.837,38
2020.07.01,00:12,133.836,133.836,133.798,133.805,23
2020.07.01,00:13,133.804,133.804,133.79,133.79,20
2020.07.01,00:14,133.79,133.8,133.779,133.798,26
2020.07.01,00:15,133.797,133.798,133.797,133.798,4
2020.07.01,00:16,133.798,133.798,133.781,133.782,19
2020.07.01,00:17,133.782,133.786,133.778,133.784,16
2020.07.01,00:18,133.784,133.8,133.784,133.787,22
2020.07.01,00:19,133.788,133.788,133.784,133.787,12
2020.07.01,00:20,133.787,133.789,133.737,133.752,64
2020.07.01,00:21,133.751,133.763,133.738,133.762,49
2020.07.01,00:22,133.755,133.759,133.755,133.757,17
2020.07.01,00:23,133.758,133.765,133.758,133.765,20
2020.07.01,00:24,133.765,133.783,133.763,133.783,8
2020.07.01,00:25,133.779,133.779,133.753,133.753,84
2020.07.01,00:26,133.755,133.755,133.749,133.752,375
2020.07.01,00:27,133.752,133.755,133.74,133.746,295
2020.07.01,00:28,133.746,133.75,133.746,133.748,339
2020.07.01,00:29,133.748,133.751,133.748,133.751,143
2020.07.01,00:30,133.752,133.752,133.746,133.747,23
2020.07.01,00:31,133.746,133.766,133.744,133.762,38
2020.07.01,00:32,133.762,133.771,133.762,133.764,31
2020.07.01,00:33,133.766,133.766,133.764,133.764,2
2020.07.01,00:34,133.767,133.767,133.763,133.765,27
2020.07.01,00:35,133.763,133.763,133.737,133.761,61
2020.07.01,00:36,133.762,133.766,133.756,133.756,33
2020.07.01,00:37,133.756,133.759,133.722,133.758,59
2020.07.01,00:38,133.758,133.78,133.749,133.78,51
2020.07.01,00:39,133.78,133.799,133.765,133.799,75
2020.07.01,00:40,133.799,133.808,133.79,133.798,32
2020.07.01,00:41,133.798,133.801,133.797,133.801,15
2020.07.01,00:42,133.8,133.801,133.8,133.801,10
2020.07.01,00:43,133.801,133.803,133.801,133.803,22
2020.07.01,00:44,133.803,133.803,133.802,133.802,16
2020.07.01,00:45,133.802,133.805,133.802,133.805,45
2020.07.01,00:46,133.804,133.804,133.802,133.803,32
2020.07.01,00:47,133.802,133.804,133.802,133.804,25
2020.07.01,00:48,133.804,133.805,133.802,133.804,23
2020.07.01,00:49,133.804,133.831,133.804,133.816,40
2020.07.01,00:50,133.82,133.82,133.804,133.806,28
2020.07.01,00:51,133.806,133.807,133.803,133.804,61
2020.07.01,00:52,133.804,133.806,133.801,133.804,65
2020.07.01,00:53,133.804,133.806,133.801,133.803,111
2020.07.01,00:54,133.806,133.806,133.8,133.801,311
2020.07.01,00:55,133.8,133.823,133.767,133.767,37
2020.07.01,00:56,133.766,133.766,133.748,133.761,41
2020.07.01,00:57,133.76,133.797,133.76,133.797,21
2020.07.01,00:58,133.791,133.835,133.791,133.835,38
2020.07.01,00:59,133.835,133.845,133.834,133.834,14
2020.07.01,01:00,133.836,133.843,133.79,133.84,158
2020.07.01,01:01,133.84,133.862,133.836,133.86,68
2020.07.01,01:02,133.86,133.871,133.856,133.866,49
2020.07.01,01:03,133.867,133.867,133.854,133.854,40
2020.07.01,01:04,133.854,133.875,133.843,133.846,97
2020.07.01,01:05,133.845,133.859,133.844,133.859,56
2020.07.01,01:06,133.859,133.859,133.852,133.852,16
2020.07.01,01:07,133.852,133.857,133.849,133.855,49
2020.07.01,01:08,133.858,133.86,133.856,133.858,13
2020.07.01,01:09,133.863,133.864,133.861,133.862,22
2020.07.01,01:10,133.862,133.888,133.861,133.877,60
2020.07.01,01:11,133.876,133.881,133.871,133.878,51
2020.07.01,01:12,133.878,133.882,133.873,133.881,33
2020.07.01,01:13,133.881,133.882,133.874,133.875,40
2020.07.01,01:14,133.875,133.889,133.871,133.889,93
2020.07.01,01:15,133.889,133.891,133.875,133.881,29
2020.07.01,01:16,133.882,133.887,133.878,133.878,72
2020.07.01,01:17,133.881,133.886,133.881,133.882,28
2020.07.01,01:18,133.882,133.882,133.88,133.881,42
2020.07.01,01:19,133.882,133.885,133.874,133.884,83
2020.07.01,01:20,133.884,133.892,133.884,133.892,62
2020.07.01,01:21,133.892,133.892,133.881,133.881,54
2020.07.01,01:22,133.881,133.881,133.881,133.881,71
2020.07.01,01:23,133.88,133.88,133.866,133.872,70
2020.07.01,01:24,133.872,133.873,133.84,133.84,113
2020.07.01,01:25,133.84,133.851,133.84,133.85,28
2020.07.01,01:26,133.851,133.852,133.837,133.838,30
2020.07.01,01:27,133.84,133.858,133.84,133.857,62
2020.07.01,01:28,133.857,133.857,133.848,133.854,40
2020.07.01,01:29,133.855,133.858,133.853,133.853,24
2020.07.01,01:30,133.854,133.854,133.843,133.843,58
2020.07.01,01:31,133.845,133.845,133.833,133.834,66
2020.07.01,01:32,133.835,133.835,133.806,133.812,90
2020.07.01,01:33,133.81,133.82,133.806,133.806,53
2020.07.01,01:34,133.807,133.807,133.797,133.797,28
2020.07.01,01:35,133.798,133.803,133.788,133.797,52
2020.07.01,01:36,133.797,133.802,133.79,133.795,33
2020.07.01,01:37,133.794,133.826,133.789,133.822,40
2020.07.01,01:38,133.822,133.828,133.808,133.809,24
2020.07.01,01:39,133.807,133.808,133.8,133.801,29
2020.07.01,01:40,133.802,133.802,133.783,133.783,48
2020.07.01,01:41,133.784,133.807,133.784,133.805,85
2020.07.01,01:42,133.805,133.81,133.8,133.809,60
2020.07.01,01:43,133.81,133.81,133.806,133.806,80
2020.07.01,01:44,133.807,133.808,133.797,133.804,66
2020.07.01,01:45,133.804,133.812,133.804,133.807,74
2020.07.01,01:46,133.808,133.808,133.803,133.804,38
2020.07.01,01:47,133.804,133.805,133.787,133.788,49
2020.07.01,01:48,133.789,133.789,133.785,133.786,19
2020.07.01,01:49,133.786,133.787,133.785,133.786,23
2020.07.01,01:50,133.788,133.793,133.784,133.786,43
