2021.12.01,00:00,1.32956,1.32975,1.32955,1.32955,3
2021.12.01,00:01,1.32963,1.32985,1.32962,1.32962,4
2021.12.01,00:02,1.32985,1.32985,1.32985,1.32985,2
2021.12.01,00:03,1.32963,1.32963,1.32962,1.32962,2
2021.12.01,00:04,1.32956,1.32985,1.32953,1.32975,6
2021.12.01,00:05,1.32983,1.32985,1.32983,1.32983,4
2021.12.01,00:06,1.32985,1.32985,1.32985,1.32985,1
2021.12.01,00:07,1.32969,1.32985,1.32969,1.32985,10
2021.12.01,00:09,1.32969,1.32972,1.32969,1.32972,2
2021.12.01,00:10,1.3297,1.3297,1.32968,1.32968,4
2021.12.01,00:11,1.32967,1.32967,1.32967,1.32967,1
2021.12.01,00:12,1.32968,1.32969,1.32968,1.32969,2
2021.12.01,00:13,1.32968,1.32968,1.32968,1.32968,1
2021.12.01,00:14,1.32971,1.32971,1.32971,1.32971,5
2021.12.01,00:15,1.32972,1.32974,1.32972,1.32974,9
2021.12.01,00:16,1.32977,1.32977,1.32973,1.32977,7
2021.12.01,00:17,1.32973,1.32977,1.32973,1.32976,6
2021.12.01,00:18,1.32974,1.32974,1.32971,1.32971,4
2021.12.01,00:19,1.32971,1.3298,1.32966,1.3298,5
2021.12.01,00:20,1.32979,1.32984,1.32979,1.32984,2
2021.12.01,00:21,1.32983,1.32983,1.32983,1.32983,1
2021.12.01,00:22,1.32961,1.32984,1.32961,1.32984,2
2021.12.01,00:23,1.32985,1.32985,1.32985,1.32985,1
2021.12.01,00:24,1.32984,1.32984,1.32975,1.32975,2
2021.12.01,00:25,1.32984,1.32984,1.32984,1.32984,1
2021.12.01,00:26,1.32983,1.32984,1.32983,1.32984,2
2021.12.01,00:27,1.32985,1.32985,1.32985,1.32985,2
2021.12.01,00:28,1.3299,1.3299,1.32984,1.32984,2
2021.12.01,00:29,1.32985,1.32985,1.32985,1.32985,1
2021.12.01,00:30,1.32984,1.3299,1.32984,1.32984,6
2021.12.01,00:31,1.32983,1.32983,1.32983,1.32983,1
2021.12.01,00:32,1.32984,1.32988,1.32984,1.32984,3
2021.12.01,00:33,1.32983,1.32988,1.32983,1.32988,2
2021.12.01,00:34,1.32989,1.3299,1.32989,1.3299,2
2021.12.01,00:35,1.32989,1.32989,1.32989,1.32989,1
2021.12.01,00:36,1.3299,1.3299,1.3299,1.3299,2
2021.12.01,00:37,1.32991,1.32992,1.32989,1.32989,11
2021.12.01,00:38,1.3299,1.32992,1.32989,1.32989,19
2021.12.01,00:39,1.3299,1.33001,1.32989,1.32989,23
2021.12.01,00:40,1.32988,1.32989,1.32983,1.32983,8
2021.12.01,00:41,1.32988,1.32988,1.32988,1.32988,1
2021.12.01,00:42,1.32987,1.32987,1.32987,1.32987,1
2021.12.01,00:43,1.32988,1.32988,1.32988,1.32988,1
2021.12.01,00:44,1.32989,1.33031,1.32959,1.33018,39
2021.12.01,00:45,1.3302,1.33023,1.33013,1.33023,11
2021.12.01,00:46,1.33019,1.33019,1.33014,1.33014,4
2021.12.01,00:47,1.33009,1.3301,1.32963,1.32984,31
2021.12.01,00:48,1.32982,1.33002,1.32966,1.32995,15
2021.12.01,00:49,1.33002,1.33007,1.32974,1.33005,19
2021.12.01,00:50,1.32997,1.32997,1.32968,1.32968,10
2021.12.01,00:51,1.32974,1.32974,1.32974,1.32974,28
2021.12.01,00:52,1.32974,1.32981,1.32971,1.32981,123
2021.12.01,00:53,1.32981,1.32981,1.32961,1.32971,28
2021.12.01,00:54,1.32971,1.32971,1.32971,1.32971,13
2021.12.01,00:55,1.32971,1.32971,1.32971,1.32971,10
2021.12.01,00:56,1.32971,1.32971,1.32944,1.32944,13
2021.12.01,00:57,1.32944,1.32962,1.32943,1.32944,61
2021.12.01,00:58,1.32944,1.32945,1.3294,1.3294,18
2021.12.01,00:59,1.32936,1.32966,1.32932,1.32956,36
2021.12.01,01:00,1.32954,1.32981,1.32953,1.32981,85
2021.12.01,01:01,1.32981,1.32993,1.32981,1.32988,34
2021.12.01,01:02,1.32988,1.33007,1.32988,1.33007,37
2021.12.01,01:03,1.33007,1.33007,1.32997,1.32998,42
2021.12.01,01:04,1.32998,1.33004,1.32989,1.32996,33
2021.12.01,01:05,1.32996,1.33006,1.32988,1.32996,31
2021.12.01,01:06,1.32998,1.32998,1.32989,1.32996,31
2021.12.01,01:07,1.32996,1.33006,1.32989,1.32998,40
2021.12.01,01:08,1.32998,1.33006,1.3299,1.32999,30
2021.12.01,01:09,1.32999,1.33007,1.3299,1.32999,33
2021.12.01,01:10,1.32999,1.33007,1.32998,1.33,80
